ProductCode|ProductName|ProductAlternateName|ProductType|ProductSubType|MarketCode|ProductFamily|ProductBrand|ProductCategory|ProductStatus|ProductDesc|ProductLevel|ProductStartDate|ProductEndDate|BatchRefreshDate|BatchID|FileDate|IsActive
S4937-H0-WF1|CLEAR-TITE 4937-H [Cream] Bags||Pouch/Bag-Shrink||APAC||||Active|S4937-H0-U02, printed side-sealed bags (CREAM)||2016-01-01|9999-12-31|2020-03-07 03:27:31.6010|20200219060224.IF005.PD01D.dat|20200219060224|Y
S702-OKO-WN6|ABP bags, double-side [6'' header], 3.0 mil Base / 4.0 mil Lam|Use CSP Tradename|Pouch/Bag-Shrink||APAC||||Inactive|S702-OKO-HN6, Double-side lamination, Side-sealed bags||2016-01-01|9999-12-31|2020-03-07 03:27:31.6110|20200219060224.IF005.PD01D.dat|20200219060224|Y
S702-OKO-WN6|ABP bags, double-side [6'' header], 3.0 mil Base / 4.0 mil Lam|Use CSP Tradename|Pouch/Bag-Shrink||APAC||||Active|S702-OKO-HN6, Double-side lamination, Side-sealed bags||2016-01-01|9999-12-31|2019-11-09 10:34:37.5380|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
ST0-C9186-D0|SLITTER/REWINDER - TREATED (UNPRINTED) Print||Rollstock||APAC||||Active|1.25 mil EVA-LMDPE-HDPE COEX||2016-01-01|9999-12-31|2020-03-07 03:27:31.6290|20200219060224.IF005.PD01D.dat|20200219060224|Y
W16-000588|Semi-rigid;  APET/EVOH-EVA; EZ-Peel||Rollstock||APAC||||Inactive|25 mil APET / 2 mil EZ Peel (F7689-2O_BAP)  Bemis Asia Pacific Print||2016-01-01|9999-12-31|2020-03-07 03:27:31.6700|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000992|PE Coex/Ink (Printed Green PE)||Rollstock||APAC||||Inactive|Ink / 1.50mil PE Coex||2016-01-01|9999-12-31|2020-03-07 03:27:31.5300|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000992|PE Coex/Ink (Printed Green PE)||Rollstock||APAC||||Inactive|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6000|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A5157-E0-A90|1.5mil EVOH, PA; mLLDPE||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.2620|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1371-E0-A31|1.5 mil WHITE LMDPE-LDPE COEX, HSL||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.0810|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W16-000588|Semi-rigid;  APET/EVOH-EVA; EZ-Peel||Rollstock||APAC||||Active|25 mil APET / 2 mil EZ Peel (F7689-2O_BAP)  Bemis Asia Pacific Print||2016-01-01|9999-12-31|2019-11-09 10:34:37.5580|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W16-000632|VSP with EZ peel EVA (surface)||Rollstock||APAC||||Inactive|LLDPE/ionomer/tie/evoh/tie/EVA/EVA-PB||2016-01-01|9999-12-31|2020-03-07 03:27:31.6710|20200219060224.IF005.PD01D.dat|20200219060224|Y
W16-000632|VSP with EZ peel EVA (surface)||Rollstock||APAC||||Inactive|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5580|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W16-001361|White; Ext Lam; OPET/Foil/Ionomer Ctd Sealant||Rollstock||APAC||||Inactive|48 ga OPET / ink / primer / 10# wLDPE-EAA / 27.5 ga Foil / 14# Ionomer ctd sealant||2016-01-01|9999-12-31|2020-03-07 03:27:31.6360|20200219060224.IF005.PD01D.dat|20200219060224|Y
W16-001361|White; Ext Lam; OPET/Foil/Ionomer Ctd Sealant||Rollstock||APAC||||Active|48 ga OPET / ink / primer / 10# wLDPE-EAA / 27.5 ga Foil / 14# Ionomer ctd sealant||2016-01-01|9999-12-31|2019-11-09 10:34:37.5670|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W16-001479|Adh Lam; White; OL/ OPET/ EVOH-LLDPE Sealant||Rollstock||APAC||||Inactive|OL / 48 ga Chem Treated OPET / ink / adh / 2.5 mil White PCR HDPE Sealant (X500-0437-B)  W16-001476||2016-01-01|9999-12-31|2020-03-07 03:27:31.1910|20200219060224.IF005.PD01D.dat|20200219060224|Y
W16-001523|OL/Ink/OPET/EVOH-Ionomer EZP(1000g/in)||Rollstock||APAC||||Inactive|OL / ink / 48 ga OPET / adh / 2 mil EZ PEEL EVOH-Ionomer (1000 g/in)||2016-01-01|9999-12-31|2020-03-07 03:27:31.6770|20200219060224.IF005.PD01D.dat|20200219060224|Y
W16-001523|OL/Ink/OPET/EVOH-Ionomer EZP(1000g/in)||Rollstock||APAC||||Inactive|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5700|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W17-000042|OPP Coex / Ink / AC / White LL-LDPE / HDPE coex (B||Rollstock||APAC||||Inactive|70ga OPP Coex / Ink / AC / 7# White LLDPE-LDPE / 1.75mil HDPE Coex BHT||2016-01-01|9999-12-31|2020-03-07 03:27:31.5030|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000042|OPP Coex / Ink / AC / White LL-LDPE / HDPE coex (B||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5770|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W17-000204|alt. F7955 60% CaCO3 chop; 15 mil HIPS-CaCO3 / 2 mil EVOH-EVA EZ PEEL (4537-G)||Rollstock||APAC||||Inactive|15.0 mil HIPS-CaCO3 / 2 mil EVOH-EVA EZ PEEL (4537-G) [ ]||2016-01-01|9999-12-31|2020-03-07 03:27:31.2020|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000204|alt. F7955 60% CaCO3 chop; 15 mil HIPS-CaCO3 / 2 mil EVOH-EVA EZ PEEL (4537-G)||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5810|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W17-000493|White: Ext Lam: OPET/ Met OPP/ mLLDPE Sealant||Rollstock||APAC||||Inactive|48 ga OPET / Ink / White coex (wh LD/cl LD) / 48 ga Metallized OPP / Clear LDPE / 2.5 mil mLLDPE coe||2016-01-01|9999-12-31|2020-03-07 03:27:31.6260|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-000493|White: Ext Lam: OPET/ Met OPP/ mLLDPE Sealant||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5880|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W18-000227|Ext Lam; (d) Foil / OPET / HSC||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6240|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W18-000560|Wax Ctg; OPET/foil/wax||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6350|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W18-000678|6.5 mil PA-mLLDPE (collaped bubble)||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6390|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W17-001384|OPET/Ink/White EVOH-mPE||Rollstock||APAC||||Active|48ga OPET / Ink / Adh / 2.0 mil White LMDPE-EVOH-mULDPE Coex||2016-01-01|9999-12-31|2020-03-07 03:27:31.7190|20200219060224.IF005.PD01D.dat|20200219060224|Y
W17-001546|White: Adh Lam: OPP / Ink / LLDPE sealant + Air Sl||Rollstock||APAC||||Active|70 ga HS OPP /Ink /adh / 3.0 mil White LLDPE sealant + Air Slits + InnoLok Zipper||2016-01-01|9999-12-31|2020-03-07 03:27:31.7220|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-000227|Ext Lam; (d) Foil / OPET / HSC||Rollstock||APAC||||Inactive|Ink/ 35ga (d) Foil/ PEL /75 ga OPET/ 3.75# HSC||2016-01-01|9999-12-31|2020-03-07 03:27:31.2810|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-000560|Wax Ctg; OPET/foil/wax||Rollstock||APAC||||Inactive|92 ga OPET/ink/ adh/ 35 ga foil/ 35# Wax/ 8.5# Starch||2016-01-01|9999-12-31|2020-03-07 03:27:31.7060|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-000678|6.5 mil PA-mLLDPE (collaped bubble)||Rollstock||APAC||||Inactive|Corona (1S) mLLDPE / Tie / PA / Tie / PA / Tie/ EVA // collapsed bubble [ ]||2016-01-01|9999-12-31|2020-03-07 03:27:31.1410|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-001000|EZ-Peel (1000 g/in); EVOH; EVA Seal Layer (treated)||Rollstock||APAC||||Inactive|VLDPE-LLDPE / TIE / EVOH / TIE / EVA-PB / EVA seal layer, Corona  This is A4536-I0-A71, 2.5 mils to||2016-01-01|9999-12-31|2020-03-07 03:27:31.3020|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-001000|EZ-Peel (1000 g/in); EVOH; EVA Seal Layer (treated)||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6510|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
W18-001451|3.5mil LLDPE||Rollstock||APAC||||Inactive|LLDPE-LDPE Seal Layer, Zero slip, Corona [A1003, A1029, A1026, A1015]||2016-01-01|9999-12-31|2020-03-07 03:27:31.1150|20200219060224.IF005.PD01D.dat|20200219060224|Y
W18-001451|3.5mil LLDPE||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.6710|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
Z1130-E0-D31|1.5mil Cast PE||Rollstock||APAC||||Inactive|LDPE-LLDPE||2016-01-01|9999-12-31|2020-03-07 03:27:30.9300|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1001-I0-C31|White; TWQ; EVA Seal Layer||Rollstock||APAC||||Active|LDPE-EVA / White LDPE-HDPE / LDPE-EVA Seal Layer [4459]||2016-01-01|9999-12-31|2020-03-07 03:27:31.6460|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1348-G0-RFA|PRINTED UNSUPPORTED||Rollstock||APAC||||Active|(OPV) INK/2.00 mil mLLDPE-LLDPE-mLLDPE COEX||2016-01-01|9999-12-31|2020-03-07 03:27:31.0370|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1348-G0-RFA|PRINTED UNSUPPORTED||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.0670|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1414-I0-A31|2.5 mil mLLDPE-LDPE COEX, HSL|2.5mil PE Print (C9235-I0)|Rollstock||APAC||||Active|mLLDPE-LDPE/mLLDPE-LDPE/mLLDPE-LDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.0480|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1414-I0-A31|2.5 mil mLLDPE-LDPE COEX, HSL|2.5mil PE Print (C9235-I0)|Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.1230|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L3806-O0-KNX|4.58 mil OPET/LLDPE (Prelam)||Rollstock||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.3870|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
L7299-O0-NRA|PRESS LAMINATION||Rollstock||APAC||||Inactive|||2016-01-01|9999-12-31|2019-11-09 10:34:37.4390|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
S4937-H0-WF2|CLEAR-TITE 4932-H [cream] Bags||Pouch/Bag-Shrink||APAC||||Active|||2016-01-01|9999-12-31|2019-11-09 10:34:37.5310|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1435-K4-A36|TUBING; 3.2 mil BLUE mLLDPE-LDPE COEX||Rollstock||APAC||||Active|mLLDPE-LDPE/Blue mLLDPE/mLLDPE-LDPE||2016-01-01|9999-12-31|2020-03-07 03:27:31.1290|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1435-K4-A36|TUBING; 3.2 mil BLUE mLLDPE-LDPE COEX||Rollstock||APAC||||Active|mLLDPE LDPE/mLLDPE/mLLDPE LDPE||2016-01-01|9999-12-31|2019-11-09 10:34:37.1340|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1469-G0-RFA|E02-C9412-G0_SWS_55-60||Rollstock||APAC||||Active|(OPV) INK/2.00 mil MDPE-LMDPE-HDPE-MDPE COEX||2016-01-01|9999-12-31|2020-03-07 03:27:31.1580|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1469-G0-RFA|E02-C9412-G0_SWS_55-60||Rollstock||APAC||||Active|Ink / 2.00 mil PE||2016-01-01|9999-12-31|2019-11-09 10:34:37.1630|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
A1539-L0-A30|3.25 mil mLLDPE COEX (HSL)||Rollstock||APAC||||Active|mLLDPE/mLLDPE+plastomer/mLLDPE (single wound sheeting) HSL||2016-01-01|9999-12-31|2020-03-07 03:27:31.1070|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1565-F2-A31|1.85 mil PP / mULDPE||Rollstock||APAC||||Active|LLDPE-LDPE / PP / mULDPE||2016-01-01|9999-12-31|2020-03-07 03:27:30.9680|20200219060224.IF005.PD01D.dat|20200219060224|Y
A1608-I0-A30|2.5 mil  HDPE; EVA-PB EZP (1200 g/in);||Rollstock||APAC||||Active|HDPE / HDPE / EVA-PB||2018-01-01|2019-06-23|2020-03-07 03:27:31.0440|20200219060224.IF005.PD01D.dat|20200219060224|Y
A4023-C0-A21|EVA Seal Layer (treated)|1mil EVA-PE Print|Rollstock||APAC||||Active|EVA-LLDPE Seal Layer, Corona||2016-01-01|9999-12-31|2020-03-07 03:27:31.2650|20200219060224.IF005.PD01D.dat|20200219060224|Y
A4456-G0-A21|EVA Seal Layer (treated)||Rollstock||APAC||||Active|LDPE-LLDPE / EVA Seal Layer, Corona||2016-01-01|9999-12-31|2020-03-07 03:27:31.2660|20200219060224.IF005.PD01D.dat|20200219060224|Y
A5066-H0-A71|EVOH, HDPE; HDPE Seal Layer (Treated)||Rollstock||APAC||||Active|HDPE / Tie / EVOH / Tie / HDPE Seal Layer,Corona  [ ]||2016-01-01|9999-12-31|2020-03-07 03:27:31.2660|20200219060224.IF005.PD01D.dat|20200219060224|Y
A5079-M0-A70|EVOH, HDPE; SBS Seal layer||Rollstock||APAC||||Active|SBS / tie / EVOH / tie / HDPE / HDPE / EVA-LLDPE // Collapsed Bubble [ ]||2016-01-01|9999-12-31|2020-03-07 03:27:31.2670|20200219060224.IF005.PD01D.dat|20200219060224|Y
A5156-M0-C90|TWQ; EVOH, PA; Ionomer Seal Layer||Rollstock||APAC||||Active|PA / Tie / inc PA / EVOH / inc PA / Tie / LLDPE-EVA / LLDPE / Ionomer Seal Layer||2016-01-01|9999-12-31|2020-03-07 03:27:31.1820|20200219060224.IF005.PD01D.dat|20200219060224|Y
A9450-S0-WN0|Premade pouch|5mil Nylon-EVOH-PE|Pouch/Bag-NonShrink||APAC||||Inactive|PA/Tie/PA/EVOH/PA/Tie/VLDPE-LDPE seal layer||2016-01-01|9999-12-31|2020-03-07 03:27:31.2050|20200219060224.IF005.PD01D.dat|20200219060224|Y
A9450-S0-WN0|Premade pouch|5mil Nylon-EVOH-PE|Pouch/Bag-NonShrink||APAC||||Active|PA/Tie/PA/EVOH/PA/Tie/VLDPE-LDPE seal layer||2016-01-01|9999-12-31|2019-11-09 10:34:37.2950|20190618010631.IF005.FULL.PD01D.dat|20190618010631|N
