ProductConfigurationCode|ProductCode|ProductType|CustomerCode|MarketCode|ProductConfigurationStartDate|ProductConfigurationEndDate|ProductGroup1|ProductGroup2|BatchDate|BatchID|FileDate|IsActive
100000088645|L5012-D0-JFB||0019873|APAC|2017-01-05|2018-12-31||NGI|2020-01-31T09:31:57.829Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000088807|L5394-C0-JFA||0053605|APAC|2017-01-05|9999-12-31||GAF|2020-01-31T09:31:57.832Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000089374|L1830-G0-KNA||0045012|APAC|2017-01-08|9999-12-31||HAF|2020-01-31T09:31:57.842Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000089374|L1830-G0-KNA||0045012|APAC|2019-01-10|2019-04-09||HAF|2019-11-09T13:22:16.643Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000090534|A9506-M0-B70||0121078|APAC|2017-01-16|9999-12-31||GAG|2020-01-31T09:31:57.851Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000090985|L7177-G0-IFA||0021534|APAC|2017-01-17|9999-12-31||CAM|2020-01-31T09:31:57.855Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000095160|A9501-S0-B70||0016736|APAC|2017-02-01|9999-12-31||HAD|2020-01-31T09:31:57.868Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000095160|A9501-S0-B70||0016736|APAC|2019-01-01|2019-03-31||HAD|2019-11-09T13:22:16.658Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000095278|L5006-D0-JFB||0045012|APAC|2017-02-01|9999-12-31||GAR|2020-01-31T09:31:57.870Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000097393|W16-001685||0130659|APAC|2017-02-27|2018-12-31||JBA|2020-01-31T09:31:57.891Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000097555|L5053-E0-JFA||0051698|APAC|2017-03-03|2018-12-31||GAD|2020-01-31T09:31:57.893Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000098284|L3120-G0-MRA||0045012|APAC|2017-03-09|9999-12-31||NHB|2020-01-31T09:31:57.900Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000098446|L7215-F0-IFA||0042512|APAC|2017-03-10|2018-12-31||CAB|2020-01-31T09:31:57.902Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000098941|L1839-G0-KFA||0026079|APAC|2017-03-16|2018-12-31||HAE|2020-01-31T09:31:57.907Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000098941|L1839-G0-KFA||0026079|APAC|2019-01-01|2019-03-31||HAE|2019-11-09T13:22:16.684Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000099337|MD01-1868-HM||0114495|APAC|2017-03-22|2018-12-31||GAJ|2020-01-31T09:31:57.911Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000099788|L3020-E0-MFA||0070215|APAC|2017-03-31|2018-12-31||CAD|2020-01-31T09:31:57.915Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000100965|L5006-D0-JFB||0098317|APAC|2017-04-24|9999-12-31||GAR|2020-01-31T09:31:57.923Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000101199|L7392-F0-IFD||0042512|APAC|2017-04-27|9999-12-31||CAC|2020-01-31T09:31:57.925Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000101856|L1834-I0-MFA||0041774|APAC|2017-05-08|9999-12-31||CAD|2020-01-31T09:31:57.929Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000102134|L1854-F0-IFA||0093904|APAC|2017-05-12|2018-12-31||GAF|2020-01-31T09:31:57.932Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000103520|A9580-W0-RFA||0025595|APAC|2017-06-08|9999-12-31||HAI|2020-01-31T09:31:57.940Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000103520|A9580-W0-RFA||0025595|APAC|2019-01-01|2019-03-31||HAI|2019-11-09T13:22:16.710Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000104529|MK00-A986-K||0025595|APAC|2017-10-04|9999-12-31||LCC|2020-01-31T09:31:57.944Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000105096|L5412-E0-JFA||0045012|APAC|2017-07-13|9999-12-31||GAF|2020-01-31T09:31:57.948Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000106031|S4906-H0-WF2||0122836|APAC|2017-08-03|9999-12-31||HAC|2020-01-31T09:31:57.954Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000106031|S4906-H0-WF2||0122836|APAC|2019-01-15|2019-07-14||HAC|2019-11-09T13:22:16.722Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000107535|L7215-F0-IDA||0042512|APAC|2017-09-11|9999-12-31||CAB|2020-01-31T09:31:57.962Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000107986|L7215-F0-IDA||0042512|APAC|2017-09-21|9999-12-31||CAB|2020-01-31T09:31:57.965Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000108264|L1851-I0-SNZ||0061455|APAC|2017-09-28|9999-12-31||HAD|2020-01-31T09:31:57.966Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000108264|L1851-I0-SNZ||0061455|APAC|2019-01-01|2019-03-31||HAD|2019-11-09T13:22:16.734Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000108426|L3224-E0-IFA||0141620|APAC|2017-10-02|2018-12-31||NGA|2020-01-31T09:31:57.967Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000108921|L3250-D0-NFM||0027466|APAC|2017-10-06|9999-12-31||NBF|2020-01-31T09:31:57.968Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000109317|L1913-G0-MNA||0012223|APAC|2017-10-17|9999-12-31||HAE|2020-01-31T09:31:57.969Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000109317|L1913-G0-MNA||0012223|APAC|2019-01-01|2019-03-31||HAE|2019-11-09T13:22:16.739Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000109650|L3143-00-RRI||0141972|APAC|2017-11-30|9999-12-31||MAB|2020-01-31T09:31:57.972Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000109768|S4909-G0-WN2||0183680|APAC|2017-10-24|9999-12-31||HAC|2020-01-31T09:31:57.973Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000109768|S4909-G0-WN2||0137478|APAC|2019-01-01|2019-03-31||HAC|2019-11-09T13:22:16.744Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000110153|A9687-S0-B90||0063779|APAC|2017-11-01|9999-12-31||HAA|2020-01-31T09:31:57.975Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000110153|A9687-S0-B90||0063779|APAC|2019-01-01|2019-03-31||HAA|2019-11-09T13:22:16.748Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000110928|L3224-E0-IFA||0141620|APAC|2017-11-16|9999-12-31||NGA|2020-01-31T09:31:57.980Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000111044|MG00-A582-CS||0041656|APAC|2017-11-16|2018-12-31||NDC|2020-01-31T09:31:57.980Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000111206|L7392-F0-IFD||0042512|APAC|2017-11-18|9999-12-31||CAC|2020-01-31T09:31:57.981Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000111495|S4978-H0-WF2||0007388|APAC|2017-11-27|9999-12-31||HAJ|2020-01-31T09:31:57.983Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000111495|S4978-H0-WF2||0007388|APAC|2019-02-01|2019-04-30||HAJ|2019-11-09T13:22:16.756Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000112999|L7392-F0-IFD||0042512|APAC|2017-12-01|9999-12-31||CAC|2020-01-31T09:31:57.985Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000113321|L7415-F0-MFA||0071393|APAC|2017-12-01|9999-12-31||NCC|2020-03-07T04:28:52.526Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000114050|L7392-F0-IFD||0042512|APAC|2017-12-16|9999-12-31||CAC|2020-01-31T09:31:57.988Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000115059|A1490-K0-SFP||0016167|APAC|2017-12-21|9999-12-31||NHF|2020-01-31T09:31:57.989Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000117949|L3143-00-RRI||0141972|APAC|2018-08-15|9999-12-31||MAB|2020-01-31T09:31:57.996Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000119451|L7392-F0-IFD||0042512|APAC|2018-02-26|9999-12-31||CAC|2020-01-31T09:31:57.999Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000119569|L7392-F0-IFD||0042512|APAC|2018-02-26|9999-12-31||CAC|2020-01-31T09:31:57.999Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000120567|MG00-A480-D||0000173|APAC|2018-03-07|9999-12-31||NDC|2020-01-31T09:31:58.001Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000121007|L5139-E2-JRA||0070055|APAC|2018-05-02|9999-12-31||MAB|2020-01-31T09:31:58.003Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000121296|L1834-G0-MFA||0049422|APAC|2018-03-19|9999-12-31||HAJ|2020-01-31T09:31:58.003Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000121296|L1834-G0-MFA||0049422|APAC|2019-01-01|2019-06-30||HAJ|2019-11-09T13:22:16.791Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000121340|L1851-I0-SNZ||0016736|APAC|2018-03-20|9999-12-31||HAD|2020-01-31T09:31:58.004Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000121340|L1851-I0-SNZ||0016736|APAC|2019-01-01|2019-03-31||HAD|2019-11-09T13:22:16.792Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000121791|L3056-E0-IFA||0085580|APAC|2018-05-11|9999-12-31||NGG|2020-01-31T09:31:58.005Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000122231|L1837-K0-MFA||0106030|APAC|2018-04-09|2018-12-31||CAB|2020-01-31T09:31:58.006Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000122349|L3227-E0-IFA||0141620|APAC|2018-04-11|9999-12-31||NGA|2020-01-31T09:31:58.007Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000123078|A5054-AA-C90||0122836|APAC|2018-04-18|9999-12-31||HAD|2020-01-31T09:31:58.010Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000123078|A5054-AA-C90||0122836|APAC|2019-01-15|2019-07-14||HAD|2019-11-09T13:22:16.805Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000123735|L1851-M0-KFA||0045012|APAC|2018-04-27|9999-12-31||HAF|2020-01-31T09:31:58.012Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000123735|L1851-M0-KFA||0045012|APAC|2019-01-10|2019-03-31||HAF|2019-11-09T13:22:16.806Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000125355|L7254-I4-LNA||0148540|APAC|2018-06-01|9999-12-31||GAH|2020-01-31T09:31:58.022Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000125850|S4907-K0-WF2||0014172|APAC|2018-06-13|2018-12-31||HAB|2020-01-31T09:31:58.025Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000125850|S4907-K0-WF2||0014172|APAC|2019-02-28|9999-12-31||HAB|2019-11-09T13:22:16.817Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000126859|L5117-E0-JRJ||0045012|APAC|2018-06-14|9999-12-31||GAB|2020-01-31T09:31:58.026Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000126903|L5120-J0-LRA||0019873|APAC|2018-06-14|9999-12-31||NGI|2020-01-31T09:31:58.026Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000127588|L5244-M0-LRA||0148540|APAC|2018-06-14|9999-12-31||GAQ|2020-01-31T09:31:58.029Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000128361|L5205-K0-LRA||0148540|APAC|2018-06-14|9999-12-31||GAH|2020-01-31T09:31:58.031Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000128974|A1453-E0-RFA||0106744|APAC|2018-09-07|9999-12-31||JBA|2020-01-31T09:31:58.034Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000129865|S4906-I0-WF2||0004861|APAC|2018-07-16|9999-12-31||HAI|2020-01-31T09:31:58.038Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000129865|S4906-I0-WF2||0004861|APAC|2019-03-04|2019-09-01||HAI|2019-11-09T13:22:16.823Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000131592|S4906-H0-WF2||0122836|APAC|2018-08-15|9999-12-31||HAB|2020-01-31T09:31:58.045Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000131592|S4906-H0-WF2||0122836|APAC|2019-01-15|2019-07-14||HAB|2019-11-09T13:22:16.830Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000131916|A1490-G0-SFA||0131712|APAC|2018-11-13|9999-12-31||NHB|2020-01-31T09:31:58.046Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000133536|MG00-A803-CS||0136246|APAC|2018-09-20|9999-12-31||NCB|2020-01-31T09:31:58.052Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000133987|L7171-F0-IFA||0042512|APAC|2018-09-27|9999-12-31||CAC|2020-01-31T09:31:58.053Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000134427|L7392-F0-IFD||0042512|APAC|2018-10-08|9999-12-31||CAC|2020-01-31T09:31:58.055Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000134760|L5006-D0-JFB||0177195|APAC|2018-10-15|9999-12-31||GAR|2020-01-31T09:31:58.056Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000135156|S4902-I0-WN2||0183680|APAC|2018-10-22|9999-12-31||HAC|2020-01-31T09:31:58.058Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000135156|S4902-I0-WN2||0137478|APAC|2019-01-01|2019-03-31||HAC|2019-11-09T13:22:16.840Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000135318|L5307-K3-LRA||0052388|APAC|2018-10-24|9999-12-31||GAQ|2020-01-31T09:31:58.058Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000139710|L3198-G0-MFA||0025595|APAC|2018-11-08|9999-12-31||HAI|2020-01-31T09:31:58.060Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000139710|L3198-G0-MFA||0025595|APAC|2019-01-01|2019-03-31||HAI|2019-11-09T13:22:16.842Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000139828|L7088-G0-MFX||0012223|APAC|2018-11-09|9999-12-31||HAK|2020-01-31T09:31:58.061Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000139828|L7088-G0-MFX||0012223|APAC|2019-01-01|2019-03-31||HAK|2019-11-09T13:22:16.842Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000140169|S4906-G0-WN1||0004861|APAC|2018-11-15|9999-12-31||HAD|2020-01-31T09:31:58.062Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000140169|S4906-G0-WN1||0004861|APAC|2019-03-04|2019-09-01||HAD|2019-11-09T13:22:16.844Z|20190618010658.IF019.FULL.PDCF01D.dat|20190618010658|N
100000141717|L7392-F0-IFD||0042512|APAC|2018-12-14|9999-12-31||CAC|2020-01-31T09:31:58.066Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000142941|S4906-H0-WF1||0130252|APAC|2019-01-11|9999-12-31||CAF|2020-01-31T09:31:58.069Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000143175|L1913-K0-MFA||0025595|APAC|2019-01-16|9999-12-31||HAK|2020-01-31T09:31:58.070Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000143832|L5241-M0-LRA||0148540|APAC|2019-01-25|9999-12-31||GAQ|2020-01-31T09:31:58.071Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000145001|A9581-AA-RFA||0026079|APAC|2019-02-15|9999-12-31||HAK|2020-01-31T09:31:58.074Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000145614|L3816-G0-NFA||0141992|APAC|2019-07-29|9999-12-31||NDB|2020-01-31T09:31:58.074Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000146299|L3816-G0-NFA||0141992|APAC|2019-05-23|9999-12-31||NDB|2020-01-31T09:31:58.076Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000147072|L7171-F0-IFD||0042512|APAC|2019-03-13|9999-12-31||CAC|2020-01-31T09:31:58.078Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000148620|L7552-E0-NFA||0141992|APAC|2019-06-18|9999-12-31||NCC|2020-01-31T09:31:58.081Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000149511|MG00-A479-D||0000173|APAC|2019-06-14|9999-12-31||NDC|2020-01-31T09:31:58.082Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000151400|MG00-A479-D||0000173|APAC|2019-07-24|9999-12-31||NDC|2020-01-31T09:31:58.086Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000151851|L3223-E0-IFA||0141620|APAC|2019-07-09|9999-12-31||NGA|2020-01-31T09:31:58.087Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000152580|MG00-B116-I||0000173|APAC|2019-08-05|9999-12-31||NDC|2020-01-31T09:31:58.088Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000153471|L2500-G0-MFA||0016736|APAC|2019-06-27|9999-12-31||HAE|2020-01-31T09:31:58.090Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000153633|W19-000723||0191576|APAC|2019-06-28|9999-12-31||FAB|2020-03-07T04:28:52.579Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000155866|L1835-K0-KDA||0004861|APAC|2019-08-08|9999-12-31||HAI|2020-01-31T09:31:58.094Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000156919|L3143-00-SFI||0141972|APAC|2019-08-20|9999-12-31||MAB|2020-03-07T04:28:52.620Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000157486|L5360-D0-JFA||0093904|APAC|2019-08-29|9999-12-31||GAC|2020-01-31T09:31:58.095Z|20200124010118.IF019.PDCF01D.dat|20200124010118|Y
100000157648|L3229-G0-NFA||0106744|APAC|2019-09-05|9999-12-31||JAJ|2020-03-07T04:28:52.636Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
100000160879|L8431-K0-MFM||0113548|APAC|2019-09-09|9999-12-31||NGA|2020-03-07T04:28:52.653Z|20200219060211.IF019.PDCF01D.dat|20200219060211|Y
